artist,album,track,track_id,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Twenty One Pilots,Blurryface,The Judge,1lguQJjlNrIOoOylYVZN3M,0.423,0.797,0,-4.659,1,0.124,0.177,0.0,0.137,0.592,82.617,297760,4
Twenty One Pilots,Blurryface,Doubt,57yL3161hUMuw06zzzUCHi,0.719,0.645,2,-6.141,0,0.0358,0.121,0.00316,0.362,0.69,123.02,191493,4
Twenty One Pilots,Blurryface,Polarize,6GmkJJMe9U1tEcrJ3Hq3A1,0.597,0.666,6,-6.365,0,0.0418,0.122,0.00302,0.1,0.626,164.992,226787,4
Twenty One Pilots,Blurryface,We Don't Believe What's on TV,22OqansuvEMQu9W0EfiGTI,0.547,0.936,9,-4.023,1,0.102,0.23,3.04e-06,0.172,0.642,120.003,177200,4
Twenty One Pilots,Blurryface,Message Man,4Oyl6oYSNeeZZP0OAxPVaU,0.715,0.838,2,-6.077,0,0.118,0.0897,0.0,0.15,0.497,120.007,240080,4
Twenty One Pilots,Blurryface,Hometown,40sRwFjfrRnaTdYPJIg4CP,0.683,0.753,2,-5.564,0,0.0317,0.0577,0.00208,0.357,0.389,120.03,234947,4
Twenty One Pilots,Blurryface,Not Today,7qxjGHW485TL8ciwkHD5MK,0.77,0.706,2,-4.705,1,0.0302,0.0605,0.00182,0.0985,0.527,115.011,238040,4
Twenty One Pilots,Blurryface,Goner,5P3yUXUC9rZPJPNmYGKEAz,0.565,0.437,6,-7.68,0,0.0403,0.194,7.14e-06,0.0656,0.217,96.132,236733,3
Twenty One Pilots,Twenty One Pilots,Implicit Demand For Proof,3UaFnnUo80mv431WHEzaj9,0.495,0.262,9,-10.572,0,0.0292,0.635,0.00486,0.104,0.287,159.986,291933,3
Twenty One Pilots,Twenty One Pilots,Fall Away,77vDHmiANW3JS2gNN5q7pI,0.816,0.766,5,-5.176,1,0.0565,0.238,0.0127,0.0893,0.696,120.011,182000,4
Twenty One Pilots,Twenty One Pilots,The Pantaloon,6QOZWUCG5vq4xtU3mW2ZA2,0.733,0.636,9,-6.693,1,0.0299,0.158,0.0,0.32,0.591,99.996,213200,4
Twenty One Pilots,Twenty One Pilots,Addict With A Pen,4bk6v5SBxNoVsbOvdOvUAJ,0.553,0.787,7,-7.827,1,0.0931,0.149,3.25e-05,0.102,0.298,139.841,286507,4
Twenty One Pilots,Twenty One Pilots,"Friend, Please",6gDTyTnFxpvQtkgGuNWGbE,0.228,0.517,7,-9.167,0,0.0401,0.391,0.0,0.29,0.204,109.83,252907,3
Twenty One Pilots,Twenty One Pilots,March To The Sea,08ZuYMwYKdxLrGufv125m0,0.693,0.496,7,-10.146,1,0.0444,0.473,1.14e-05,0.0738,0.149,124.959,331760,4
Twenty One Pilots,Twenty One Pilots,Johnny Boy,2hUFjIbpKaRqs97OjUAmXb,0.561,0.841,0,-4.311,1,0.0515,0.00525,4.53e-05,0.24,0.356,114.943,279053,4
Twenty One Pilots,Twenty One Pilots,Oh Ms Believer,3FvV3j98xtcylQF1drDc9j,0.501,0.328,0,-8.329,1,0.0255,0.612,0.0,0.15,0.263,73.326,217000,4
Twenty One Pilots,Twenty One Pilots,Air Catcher,70oK6ePjILgOuBUzRDOfCR,0.519,0.436,8,-8.064,1,0.0285,0.0731,0.0,0.107,0.133,109.962,254000,4
Twenty One Pilots,Twenty One Pilots,Trapdoor,4IN3imzEuTsiHO6tOwDQu5,0.55,0.625,1,-8.213,0,0.0399,0.149,0.0,0.161,0.317,149.927,277013,3
Twenty One Pilots,Twenty One Pilots,"A Car, A Torch, A Death",5zTX7MeCrTX5ZBFSqJS7XZ,0.618,0.732,5,-4.609,1,0.0724,0.147,9.23e-06,0.0925,0.444,140.086,273787,4
Twenty One Pilots,Twenty One Pilots,Taxi Cab,4j8gmCSLLy0TSFg2brV01g,0.567,0.572,9,-7.694,1,0.0318,0.166,0.0,0.103,0.205,138.062,285733,4
Twenty One Pilots,Twenty One Pilots,Before You Start Your Day,4izhmF4sQgGemZpLC68bC5,0.363,0.135,7,-11.166,0,0.0295,0.976,0.000265,0.107,0.195,98.45,233000,4
Twenty One Pilots,Twenty One Pilots,Isle Of Flightless Birds,6cwemXIKrAQeP7TMErGwM3,0.753,0.421,7,-6.988,1,0.0551,0.103,4.03e-05,0.139,0.134,140.031,345507,4
Naughty Boy,Hotel Cabana (Deluxe Version),No One’s Here To Sleep,0txjdg6j38GxiWzfH2Skpg,0.636,0.497,0,-6.876,0,0.0313,0.0312,0.00148,0.108,0.148,122.027,272547,4
Hot Chip,Dark and Stormy,Dark and Stormy,2gvwIqaOOWQdP3uKRISk06,0.597,0.891,2,-5.468,1,0.034,0.00361,0.0986,0.585,0.807,131.999,295840,4
Blur,Blur [Special Edition],Beetlebum - 2012 Remaster,4OHVCeQYPncEwZOtNAJZZx,0.542,0.626,0,-7.105,1,0.0242,0.0789,0.000508,0.277,0.813,89.734,305213,4
Echo & the Bunnymen,Ocean Rain (Expanded & Remastered),The Killing Moon,35E2eKIEXXnP5q9L51iOAk,0.568,0.829,7,-7.066,1,0.0303,0.218,0.00418,0.0976,0.79,124.201,348293,4
Bastille,All This Bad Blood,Things We Lost In The Fire,6qOxF7JKKNegcuocn14ukr,0.587,0.918,4,-4.878,0,0.0581,0.0636,0.0,0.267,0.629,134.055,240747,4
Bastille,All This Bad Blood,Overjoyed,0DXSFW60giCV8wC26lBaMf,0.433,0.719,0,-5.586,1,0.0486,0.222,0.000573,0.12,0.0793,158.117,206253,4
Bastille,All This Bad Blood,These Streets,1y4S5YgR2Ikj9ffihnoGRH,0.614,0.766,9,-6.079,0,0.0386,0.266,2.1e-05,0.176,0.51,97.51,175147,4
Bastille,All This Bad Blood,"Weight Of Living, Pt. II",1zahcPiknqZfH5hqdhzA2V,0.573,0.802,0,-5.087,1,0.0519,0.0231,4.04e-06,0.101,0.422,129.969,174840,4
Bastille,All This Bad Blood,Icarus,3aO4GaEhtu1UanIGKefdD3,0.583,0.778,4,-6.578,0,0.0459,0.0712,1.23e-06,0.0753,0.673,134.945,225040,4
Bastille,All This Bad Blood,Daniel In The Den,0ZasZDrI3OlDnkR5b13kj2,0.386,0.562,5,-6.938,1,0.0543,0.785,1.93e-05,0.166,0.258,114.066,188707,3
Bastille,All This Bad Blood,Laura Palmer,0V8W7phYnepJBNeSMp8fGd,0.569,0.791,8,-5.351,1,0.0862,0.0191,0.0,0.123,0.366,135.107,186280,4
Bastille,All This Bad Blood,Get Home,26xZ7YolhIunYUZXaxqAWK,0.582,0.537,9,-6.803,0,0.0435,0.73,7.78e-05,0.107,0.21,115.588,191187,4
Bastille,All This Bad Blood,The Silence,0beXu8n9O0d9j2L8H7Nkm3,0.517,0.944,7,-4.411,1,0.0886,0.208,0.0,0.274,0.417,143.98,231253,4
Bastille,All This Bad Blood,"Weight Of Living, Pt. I",0AVJh4bN0Im3Rlpq1U934F,0.714,0.752,8,-5.287,1,0.0337,0.648,0.0,0.243,0.774,130.008,206973,4
Bastille,All This Bad Blood,Laughter Lines,3D8BHRb8r4tE494LrtXffE,0.473,0.643,1,-6.419,0,0.033,0.123,0.000674,0.0781,0.175,142.065,248040,4
Bastille,All This Bad Blood,Bad Blood,04D2wKcN9ju5IY06nwV24m,0.663,0.777,5,-5.496,0,0.0375,0.0157,0.00829,0.0755,0.94,143.003,212613,4
Bastille,All This Bad Blood,Poet,02Aw6IyFursVr67JbQrb1l,0.59,0.752,11,-6.507,1,0.0512,0.194,0.0,0.0835,0.798,171.905,165120,4
Bastille,All This Bad Blood,Sleepsong,0D6EkCvMetAOPXTPmHW98Y,0.5,0.741,5,-5.024,0,0.0468,0.084,0.0,0.322,0.295,83.048,221773,4
Bastille,All This Bad Blood,Durban Skies,6HD9o3IdxI52fbon0bS0lL,0.612,0.54,4,-9.398,0,0.0444,0.255,0.0013,0.169,0.219,127.092,250107,4
Bastille,All This Bad Blood,The Draw,4n2FG7dvDBVMKtHlOm5Rim,0.52,0.565,11,-7.439,0,0.0454,0.606,0.0101,0.203,0.422,79.094,194506,4
Bastille,All This Bad Blood,What Would You Do,2WwzQJt4hG7YC6x16ZTYFM,0.581,0.732,0,-6.024,1,0.0417,0.382,0.00254,0.385,0.36,89.994,183333,4
Bastille,All This Bad Blood,Skulls,5GVJMiKlCEQUPDzaZaYHfO,0.658,0.88,6,-7.844,1,0.0776,0.0111,0.168,0.122,0.354,115.0,251533,4
Bastille,All This Bad Blood,Tuning Out...,0xBpMWAEYSmks4ZDzjgxIn,0.243,0.339,11,-12.38,1,0.0455,0.813,0.461,0.489,0.16,79.889,156987,4
Zara Larsson,Uncover,Uncover,3DQisSEr1TLp9H0BEeKiQS,0.556,0.529,2,-4.464,1,0.025,0.4,0.0,0.268,0.308,89.887,213543,4
Zara Larsson,Uncover,Carry You Home,3MK9jSYbg92Fct9UPD8I1v,0.566,0.605,0,-5.348,0,0.0459,0.534,0.0,0.0966,0.322,110.798,254693,4
SAYGRACE,You Don't Own Me,You Don't Own Me,2CpH1L4CUR47RARB3PgY1l,0.336,0.664,7,-5.68,1,0.102,0.166,1.31e-06,0.0575,0.294,186.394,199315,3
Images,Les Démons De Minuit,Les Démons De Minuit,2ShTk16F2cHvhQtHGlxTR7,0.689,0.717,4,-6.936,0,0.0314,0.0588,1e-05,0.134,0.881,117.583,211866,4
Michael Jones,Les voix de l'enfant,"Parle, Hugo parle",00aDaQoYvFRzM2tqrFsKmi,0.394,0.411,3,-7.999,0,0.0271,0.77,5.02e-05,0.104,0.178,135.369,249253,4
Stromae,Papaoutai,Papaoutai,53W8npbWVQo61IR8R88pra,0.715,0.825,10,-6.582,0,0.0804,0.0311,0.0,0.0737,0.262,115.955,231509,4
Alizée,5,Mon chevalier,7ulWvT6CRq6aZIiV0BObOz,0.378,0.301,4,-12.276,1,0.0321,0.769,0.0663,0.0713,0.365,133.206,184213,5
Emmanuelle Seigner,Dingue,Dingue,4Nh9dF4i2yQTsYJMD4Lf7Z,0.759,0.679,2,-7.061,1,0.0327,0.128,0.0567,0.0857,0.884,125.968,161080,4
MIKA,The Origin Of Love (Deluxe),Elle me dit,2CFGQXM3exBO8U9WGve2GY,0.791,0.772,10,-3.715,1,0.0394,0.0585,0.000242,0.0776,0.476,125.992,216933,4
MIKA,Popular Song,Popular Song,0xFomAiFsu5qCnLM0hu0UR,0.644,0.84,8,-4.808,1,0.0418,0.162,0.0,0.0599,0.841,99.036,200613,4
MIKA,Life In Cartoon Motion,Lollipop,2NjhV99ncY4A5lSkTHvTtU,0.714,0.621,1,-5.343,1,0.0641,0.0352,1.63e-05,0.11,0.892,96.007,183533,4
MIKA,Life In Cartoon Motion,Love Today,2IxoxL1FHw0RxN5r6y5mjF,0.673,0.913,4,-4.981,1,0.0664,0.0304,0.00298,0.113,0.587,124.484,235173,4
MIKA,Life In Cartoon Motion,Happy Ending,0TzbmxnYrlMV6dEln2l9nb,0.561,0.436,1,-8.375,1,0.0285,0.554,0.0,0.217,0.308,96.032,273800,4
Zaz,Zaz,Je veux,734dz1YaFITwawPpM25fSt,0.525,0.808,2,-6.366,0,0.0723,0.251,0.0,0.0504,0.738,155.396,215933,4
Ellie Goulding,Delirium (Deluxe),Army,1PzKBUHhyD035EQM9GNMfV,0.425,0.635,11,-7.384,1,0.0859,0.0888,6.47e-06,0.141,0.223,173.86,237408,4
Lenachka,Lenachka,I Want to Love You,7ohRnTp386jnkstx6w5lYT,0.697,0.544,0,-9.251,1,0.0497,0.104,5.59e-05,0.0862,0.206,113.978,274160,4
Ingrid Michaelson,Lights Out,Over You (feat. A Great Big World),1jKwagQhPUaK9kgcymjgiX,0.249,0.271,5,-11.57,1,0.0325,0.779,0.00132,0.11,0.153,179.972,283227,3
Hillsong UNITED,Empires,Touch The Sky,5O2lEvI1K4Fa4KL8vO3e6W,0.228,0.431,9,-9.465,1,0.036,0.261,6.56e-06,0.148,0.206,83.066,262120,4
Ark & Ocean,Is It Gonna Work,Is It Gonna Work,4JPfomIbx5daNsKi5h29KY,0.544,0.792,9,-4.382,1,0.031,0.00393,0.0871,0.0887,0.543,113.966,251125,4
Holly Henry,The Scientist (The Voice Performance),The Scientist - The Voice Performance,3JIpozIEB9SRBkTEjevpCg,0.51,0.437,0,-6.278,1,0.0253,0.814,3.16e-06,0.131,0.266,146.572,223706,4
Jon Bellion,Woke The F*ck Up (Acoustic),Woke The F*ck Up - Acoustic,7ocpW0qgXkvsc2OhKCDc0q,0.522,0.203,6,-11.553,1,0.0456,0.947,5.73e-06,0.0977,0.228,96.79,208123,4
Leroy Sanchez,By My Side,By My Side,0vAgScrM7WMXmlybPzHHsy,0.682,0.713,2,-4.354,1,0.0511,0.107,0.0,0.0902,0.205,120.995,275187,4
Sara Bareilles,What's Inside: Songs from Waitress,Bad Idea (feat. Jason Mraz),1xi7L6YU6TRzXgh2rogz1h,0.587,0.889,1,-5.541,1,0.0704,0.0168,0.0,0.0806,0.787,167.936,206200,3
Kenzie Nimmo,Hold My Breath,Hold My Breath,6BnD4oEEwlaJzwiGu7SlmC,0.702,0.384,9,-11.094,1,0.0515,0.159,5.22e-05,0.104,0.343,143.001,239000,4
The Mowgli's,Kids In Love,I'm Good,5KQDGl3vAkNGyfvSbaW89E,0.612,0.921,0,-5.338,1,0.0705,0.0115,0.0,0.166,0.674,96.045,166893,4
Diego Boneta,The Warrior,The Warrior,591tX2BhbN2lCj6NFSXJJh,0.539,0.65,2,-5.839,0,0.0343,0.0558,0.0,0.281,0.232,128.051,215277,4
Nick Fradiani,Hurricane,Beautiful Life,1nHP9wEZ5Dq8XDsPB4QVbU,0.578,0.903,6,-3.886,1,0.0533,0.073,0.0,0.179,0.416,108.798,211067,3
Otto Knows,Fast Pop EDM House Run,Million Voices - Extended Original Mix,72D5PBqsD5bCDuiv8CFGs2,0.596,0.727,3,-7.071,1,0.0597,0.00506,0.16,0.0847,0.235,125.968,357507,4
Avicii,Taste The Feeling (Avicii Vs. Conrad Sewell),Taste The Feeling (Avicii Vs. Conrad Sewell),70mHIUa4beJjFpBNyHYwT2,0.633,0.79,6,-4.529,1,0.0539,0.0335,0.0,0.0626,0.558,89.933,191066,4
Gnarls Barkley,The Odd Couple (International DMD A),Going On,1wQ1T9oOA181rViSBhulZI,0.443,0.897,1,-4.75,1,0.0545,0.00211,0.0,0.34,0.49,149.946,174040,4
Gnarls Barkley,St. Elsewhere,Smiley Faces,0eO7SWs88desmou6tFqW36,0.558,0.884,10,-2.647,0,0.0376,0.00924,0.0,0.33,0.622,86.985,185413,4
Matoma,One In A Million,False Alarm,2ezUSx36HRcVmNwx07krLE,0.643,0.732,5,-6.762,0,0.0294,0.00681,4.57e-05,0.0606,0.181,102.979,224272,4
FLETCHER,Avalanche,Avalanche,0wIhq4RaIoO0kR0RrYOT3j,0.596,0.761,7,-5.804,1,0.0428,0.0147,0.000261,0.0901,0.372,131.935,288967,4
FRENSHIP,Truce - EP,Carpet,7cU84qjHFxJ39COxWltHyY,0.659,0.697,0,-7.936,1,0.0398,0.0259,0.0118,0.0989,0.615,93.036,240160,4
Broods,Conscious,We Had Everything,2YtGWoI8YM9yT41bPoyqWy,0.631,0.662,0,-3.938,1,0.0318,0.0507,1.44e-06,0.199,0.316,112.008,203107,4
NEIKED,Sexual,Sexual,5fKBwqSTuCbnJlCOpeRa3o,0.797,0.567,2,-7.503,1,0.0651,0.0692,0.0,0.0705,0.843,108.024,188889,4
Cash Cash,"Blood, Sweat & 3 Years",Turn (feat. Little Daylight),3gx8iEIUz0sjrmWcaRtDDC,0.538,0.748,7,-2.543,0,0.037,0.0263,0.0,0.125,0.363,127.052,218813,4
The Hunna,100 (Deluxe),Bonfire,2zvQAs5QDo5tXnnR0auLFs,0.522,0.849,4,-4.176,1,0.1,0.000249,0.0,0.129,0.393,139.934,177139,4
Dorothy,ROCKISDEAD,Missile,4gUteMcpbt8S7PMc5Wy6uS,0.528,0.448,0,-6.408,1,0.0261,0.0121,0.0204,0.158,0.668,145.989,204225,4
Dorothy,Wicked Ones,Wicked Ones,6gYdBoY62Za89ripQXMDXZ,0.587,0.635,5,-5.47,1,0.0377,0.0353,0.0,0.331,0.591,96.519,172516,4
Dorothy,After Midnight,After Midnight,7v45T1bTdSd1LxPjKrIN1j,0.444,0.709,1,-5.287,0,0.0459,0.00564,0.0,0.343,0.682,150.368,149752,4
Oliver Nelson,Changes (feat. River),Changes (feat. River),6rsHeHgtnwl1Tq9qqxPVBb,0.571,0.714,2,-5.164,1,0.039,0.31,0.000366,0.0666,0.351,89.961,237636,4
Dizzee Rascal,Hype,Hype,6Ia0FTYxZArIJwkfknkvxH,0.774,0.992,4,-1.576,0,0.0526,0.011,0.0,0.282,0.601,123.997,211657,4
Era Istrefi,Bonbon (English Version),Bonbon - English Version,5YLxzfGKGZil78F1hc7GZT,0.778,0.771,0,-4.133,0,0.11,0.0774,0.000666,0.118,0.699,94.962,167171,4
Adele,25,Remedy,6CGf2aPvKj7497cZ6JMmGT,0.403,0.3,2,-6.475,1,0.0427,0.894,0.0,0.154,0.234,162.874,245427,3
Wrabel,11 Blocks,11 Blocks,7nZBRPj89rgeZ5eBLp2J7P,0.553,0.711,0,-4.275,1,0.0378,0.0216,0.0,0.142,0.293,99.515,222213,4
MAGIC!,Red Dress,Red Dress,4zag02jtwumRcnPdYYr0Do,0.651,0.794,10,-4.458,1,0.0329,0.0913,0.0,0.249,0.792,135.974,200797,4
Pretty Sister,West Coast,West Coast,2V1lRn85rCEzdEtMZpdN9u,0.672,0.7,2,-8.063,1,0.0411,0.347,0.0,0.111,0.343,118.047,248644,4
Maxwell,blackSUMMERS'night (2016),Gods,0ybOhD30mCmnAB7ey3YUm4,0.704,0.509,7,-8.465,0,0.0518,0.416,3.15e-05,0.106,0.51,134.986,215907,4
Airplane Man,We're on Fire,We're on Fire,4LfPHDRcgKtMyqmgTRBZpX,0.687,0.518,0,-8.45,1,0.0246,0.332,0.0041,0.213,0.471,103.072,211200,4
Vicetone,Nevada,Nevada,02shCNmb6IvgB5jLqKjtkK,0.605,0.783,3,-4.271,1,0.0324,0.299,0.000175,0.133,0.105,124.015,208562,4
Yellowcard,Rest In Peace,Rest In Peace,3lZFwEr0FDp6P1UV8Eh6iA,0.422,0.941,0,-4.105,1,0.0425,0.000224,4.66e-06,0.4,0.589,162.973,234022,4
Broods,Conscious,Are You Home,7mKqe6zpw3SHNHy9HPOSrt,0.642,0.685,11,-7.538,0,0.0401,0.00169,0.00183,0.123,0.389,102.007,242040,4
Dive In,Rush of the Night,Rush of the Night,4OvCWuPMJxYzWrbGPXp1tf,0.581,0.828,5,-4.238,1,0.0281,4.78e-05,0.181,0.179,0.383,105.013,237467,4
Colony House,You Know It,You Know It,1begrRmOMxZvLjUvFSUaEj,0.405,0.963,3,-2.901,1,0.0975,0.0352,0.0,0.146,0.574,158.121,182267,4
Butch Walker,Stay Gold,Stay Gold,5TDkix6CfA6gomgpcxe3jK,0.476,0.954,11,-3.696,1,0.0617,0.0158,0.0,0.117,0.668,126.999,237696,4
DREAMERS,This Album Does Not Exist,Sweet Disaster,7bEDDsy2LFC0KSqhZp5nPE,0.515,0.821,0,-2.333,1,0.0309,0.00794,0.0,0.0787,0.425,86.994,205173,4
Hannah Georgas,For Evelyn,Waste,2hqPMNP8kTa1VPA4tRJyCz,0.555,0.698,0,-7.871,1,0.033,0.0334,8.35e-06,0.222,0.613,97.998,209920,4
Ferras,Closer,Closer,2Iib7HMLBNv9xjYYzSUd8p,0.586,0.794,10,-4.569,0,0.0644,0.234,2.91e-06,0.232,0.422,96.976,272541,4
KAYE,HONEY,Honey,6nM7NE8Uy1opFWcbVSA9Iz,0.505,0.917,4,-2.453,1,0.123,0.138,0.00697,0.195,0.746,163.651,227937,4
Marian Hill,ACT ONE,Talk To Me,0Jd5JGxzQLxytyhe48kvBq,0.886,0.394,7,-8.772,1,0.129,0.0146,1.17e-05,0.0712,0.584,82.024,189200,4
Heavy Hearts,Bliss,Bliss,4rv43XM6CYOqcHOoQ73dzk,0.243,0.861,5,-4.764,1,0.055,1.43e-05,0.0,0.556,0.245,140.053,147413,4
Clairity,Alienation,Exorcism,1tIY2J0r1Iquoi0giIR1HV,0.503,0.554,5,-7.265,1,0.119,0.517,0.000129,0.163,0.215,80.977,215880,4
Glen Hansard,Rhythm And Repose (Deluxe Edition),High Hope,0A332vQjskOY6sjP00MgvA,0.382,0.322,0,-8.562,1,0.0336,0.345,2.82e-05,0.113,0.363,87.816,235080,4
Adele,25,Hello,4aebBr4JAihzJQR0CiIZJv,0.47,0.431,5,-6.129,0,0.0342,0.329,0.0,0.0854,0.289,157.98,295502,4
Adele,25,I Miss You,1YjnEtzEg7D1wwQFhO30Gp,0.382,0.577,5,-4.254,1,0.047,0.01,1.4e-05,0.433,0.156,113.071,348625,4
Adele,25,Water Under The Bridge,7xfzwPasShmaPL7gB7va3J,0.59,0.833,5,-6.503,0,0.0615,0.0142,5.35e-06,0.105,0.537,94.963,240439,4
Adele,25,River Lea,0NJNQdvwxZTylydofoF76s,0.221,0.584,1,-5.588,1,0.0345,0.0585,1.9e-06,0.116,0.243,82.57,225427,4
Adele,25,Love In The Dark,0TwATqrZsK5b77bjaPAq23,0.472,0.341,9,-6.057,0,0.0291,0.528,0.0,0.109,0.154,109.901,285935,4
Adele,25,Million Years Ago,7HRKXaKzzApunJUIOjMAup,0.72,0.274,1,-7.623,0,0.0276,0.742,0.0,0.11,0.179,105.921,227066,4
Adele,25,All I Ask,6HbI4e2Y2f6HYVV6r04M4W,0.592,0.28,4,-5.494,1,0.0283,0.889,0.0,0.124,0.348,141.899,271800,4
Adele,25,Sweetest Devotion,5awP7jSLbdR8wOBJa5SUgE,0.416,0.751,0,-5.471,1,0.0396,0.251,0.0,0.125,0.266,155.941,251702,3
3 Doors Down,Us And The Night,In The Dark,1ILnhyARReabVz7U2oDQMm,0.595,0.95,7,-3.356,1,0.045,0.0235,0.0168,0.334,0.672,106.018,223680,4
Passion Pit,Manners,Sleepyhead,4prEPl61C8qZpeo3IkYSMl,0.568,0.719,8,-5.406,1,0.0354,0.0892,1.84e-06,0.233,0.539,106.036,174760,4
Passion Pit,Manners,Little Secrets,3kb38wezoUA8ki5jPYy3t5,0.597,0.786,5,-4.248,1,0.0419,0.00345,0.0,0.0909,0.666,99.888,238973,4
Passion Pit,Gossamer,Carried Away,52a6VcF23v5HB7KfDEmBHq,0.772,0.826,0,-5.135,1,0.0344,0.0176,8.56e-06,0.383,0.871,119.995,221973,4
Passion Pit,Kindred,Lifted Up (1985),0WjvB0SzNvgmuM46UjcMr8,0.568,0.816,0,-3.928,1,0.0281,0.014,0.000231,0.155,0.31,125.033,263293,5
JD McPherson,Signs & Signifiers,North Side Gal,7bZkuSIYH7j85RBu6Y4gTe,0.687,0.64,2,-7.799,1,0.0515,0.523,1.32e-06,0.327,0.97,84.965,151493,4
JD McPherson,Let The Good Times Roll,Head Over Heels,2Rtya81WOGAAQNoCMRmJRD,0.867,0.899,0,-5.334,1,0.0354,0.101,0.00473,0.125,0.932,128.062,197520,4
Frightened Rabbit,Painting Of A Panic Attack (Deluxe),Death Dream,35bSRjgyfasnjTz3Nh0B8D,0.122,0.549,0,-7.389,1,0.0362,0.63,0.0158,0.0908,0.201,67.327,246787,5
Frightened Rabbit,Pedestrian Verse,The Woodpile,5Zt5q2j5OEdcR3HtwxivZQ,0.349,0.885,2,-4.624,1,0.0438,0.0324,0.0,0.315,0.31,149.968,207560,4
Frightened Rabbit,Painting Of A Panic Attack (Deluxe),I Wish I Was Sober,7jZ7FXqCwYaHZug1Md7MpF,0.407,0.686,9,-7.331,1,0.0414,0.632,0.566,0.156,0.331,173.867,202987,4
Frightened Rabbit,The Winter of Mixed Drinks,Swim Until You Can't See Land,33yjM01HWQVOqWFoQgNHzN,0.347,0.874,7,-4.323,1,0.0351,0.0438,0.0,0.116,0.571,81.035,259279,4
Tayler Buono,Technically Single,Technically Single,5H6F1Jjq4IF8cYXTCcrq41,0.737,0.755,2,-4.767,1,0.0485,0.148,6.79e-05,0.0945,0.333,139.96,198335,4
Demi Lovato,Body Say,Body Say,7xrA11O07xo57Bbg6p4hck,0.628,0.74,5,-4.836,0,0.0358,0.00415,0.0,0.277,0.257,86.983,193893,4
POWERS,Sunshine,Sunshine,6QXAMI7XJf2n2dO4RUhOde,0.712,0.731,1,-7.246,1,0.0347,0.0232,8.53e-05,0.0972,0.381,119.991,254641,4
POWERS,Legendary,Beat Of My Drum,1lvWhdFZyTkdnUBYpUE3e9,0.777,0.898,6,-2.483,0,0.0656,0.0661,4.09e-06,0.0926,0.928,120.027,206280,4
POWERS,Legendary,Legendary,53XV0VrMvBcMBUWv5xSERU,0.877,0.582,4,-5.098,1,0.11,0.0332,0.00157,0.0927,0.824,99.997,266987,4
POWERS,Legendary,Loved By You,3eB0WIA2mRm2ynYsbeqFLp,0.654,0.714,3,-4.134,1,0.0388,0.00594,0.000177,0.094,0.526,110.007,235933,4
Dagny,Ultraviolet EP,Fool's Gold,3DKri1C3WW5146xWP6FCFz,0.547,0.892,5,-5.235,0,0.0697,0.00438,0.00378,0.106,0.516,124.059,239773,4
Kohib,Make Fire,My Command,3s8yC8to6acTtA6yFHjgd1,0.599,0.74,0,-7.59,1,0.0306,0.00183,0.0127,0.0858,0.0752,115.04,274320,4
Rihanna,"Sledgehammer (From The Motion Picture ""Star Trek Beyond"")","Sledgehammer - From The Motion Picture ""Star Trek Beyond""",3EdsfpdAlaQBMO0LgNOEhn,0.387,0.822,10,-3.071,1,0.0918,0.489,0.0,0.284,0.475,130.825,211400,4
Taking Back Sunday,Tidal Wave,Tidal Wave,7mYCGXXd0tbmLGx9inhLhh,0.434,0.983,8,-2.551,1,0.0842,0.00328,0.0,0.121,0.604,180.025,152360,4
Taking Back Sunday,Tell All Your Friends,Cute Without The 'E' (Cut From The Team),6PsISpFaCEKwysPfwO9SfC,0.402,0.859,1,-4.41,0,0.0466,0.0394,0.0,0.0745,0.514,95.31,211547,4
Taking Back Sunday,Where You Want To Be,A Decade Under The Influence,6um5ccNzX7k3SRsVnLupvI,0.491,0.904,9,-4.729,1,0.0765,0.00929,0.0,0.106,0.607,156.031,247760,4
Taking Back Sunday,Tell All Your Friends,You're So Last Summer,3kj21bGH2CrtMmoOpFvL34,0.473,0.735,11,-6.131,0,0.0498,0.0106,0.0,0.266,0.65,77.273,179453,4
Taking Back Sunday,Louder Now (Deluxe Edition),Liar (It Takes One To Know One),6dzykD5EsopHarVtIrTE1J,0.435,0.946,8,-4.753,0,0.1,0.00122,0.0,0.215,0.603,93.544,191133,4
Bad Suns,Disappear Here,Disappear Here,5DWI7DgDDJUkND2QvqTLmi,0.604,0.907,11,-5.526,1,0.0699,0.0103,0.0,0.102,0.499,145.998,225347,4
Bad Suns,Language & Perspective,Cardiac Arrest,0VUKyt3fMjws3me8rZJDua,0.616,0.88,1,-3.59,1,0.042,0.0521,0.000717,0.0539,0.751,94.011,182518,4
Bad Suns,Language & Perspective,We Move Like the Ocean,4tgZYdXbG8kZYW3yYWGaT4,0.589,0.865,1,-2.881,1,0.0347,0.000924,0.355,0.0663,0.524,118.027,189172,4
Bad Suns,Language & Perspective,Salt,70RJgr90mI6smAO74JzikX,0.713,0.937,8,-3.624,1,0.0481,0.0503,0.00132,0.158,0.903,119.999,226544,4
Bad Suns,Language & Perspective,Dancing on Quicksand,10rjhsIi9Sn2sOoud2l0cU,0.648,0.936,8,-2.834,1,0.0358,0.00247,0.000173,0.169,0.671,124.027,225760,4
Biffy Clyro,Medicine,Medicine,3agF6cOdmdoiKPllvjzyYq,0.612,0.421,11,-9.37,1,0.0269,0.299,1.38e-06,0.0963,0.28,113.005,233760,4
